C:/Users/User/Desktop/Vision Transformer/csv file/PV 37c 2L/Train/Disease class 0.csv
C:/Users/User/Desktop/Vision Transformer/csv file/PV 37c 2L/Train/Disease class 1.csv
C:/Users/User/Desktop/Vision Transformer/csv file/PV 37c 2L/Train/Disease class 2.csv
C:/Users/User/Desktop/Vision Transformer/csv file/PV 37c 2L/Train/Disease class 3.csv
C:/Users/User/Desktop/Vision Transformer/csv file/PV 37c 2L/Train/Disease class 4.csv
C:/Users/User/Desktop/Vision Transformer/csv file/PV 37c 2L/Train/Disease class 5.csv
C:/Users/User/Desktop/Vision Transformer/csv file/PV 37c 2L/Train/Disease class 6.csv
C:/Users/User/Desktop/Vision Transformer/csv file/PV 37c 2L/Train/Disease class 7.csv
C:/Users/User/Desktop/Vision Transformer/csv file/PV 37c 2L/Train/Disease class 8.csv
C:/Users/User/Desktop/Vision Transformer/csv file/PV 37c 2L/Train/Disease class 9.csv
C:/Users/User/Desktop/Vision Transformer/csv file/PV 37c 2L/Train/Disease class 10.csv
C:/Users/User/Desktop/Vision Transformer/csv file/PV 37c 2L/Train/Disease class 11.csv
C:/Users/User/Desktop/Vision Transformer/csv file/PV 37c 2L/Train/Disease class 12.csv
C:/Users/User/Desktop/Vision Transformer/csv file/PV 37c 2L/Train/Disease class 13.csv
C:/Users/User/Desktop/Vision Transformer/csv file/PV 37c 2L/Train/Disease class 14.csv
C:/Users/User/Desktop/Vision Transformer/csv file/PV 37c 2L/Train/Disease class 15.csv
C:/Users/User/Desktop/Vision Transformer/csv file/PV 37c 2L/Train/Disease class 16.csv
C:/Users/User/Desktop/Vision Transformer/csv file/PV 37c 2L/Train/Disease class 17.csv
C:/Users/User/Desktop/Vision Transformer/csv file/PV 37c 2L/Train/Disease class 18.csv
C:/Users/User/Desktop/Vision Transformer/csv file/PV 37c 2L/Train/Disease class 19.csv
C:/Users/User/Desktop/Vision Transformer/csv file/PV 37c 2L/Train/Disease class 20.csv
