image_id,label
51.jpg,1
73.jpg,1
45.jpg,1
0.jpg,1
7.jpg,1
55.jpg,1
29.jpg,1
36.jpg,1
39.jpg,1
59.jpg,1
35.jpg,1
22.jpg,1
33.jpg,1
1.jpg,1
71.jpg,1
62.jpg,1
11.jpg,1
63.jpg,1
3.jpg,1
8.jpg,1
32.jpg,1
13.jpg,1
43.jpg,1
66.jpg,1
30.jpg,1
14.jpg,1
28.jpg,1
34.jpg,1
65.jpg,1
6.jpg,1
24.jpg,1
68.jpg,1
46.jpg,1
4.jpg,1
40.jpg,1
47.jpg,1
26.jpg,1
74.jpg,1
60.jpg,1
69.jpg,1
17.jpg,1
53.jpg,1
54.jpg,1
72.jpg,1
37.jpg,1
19.jpg,1
12.jpg,1
38.jpg,1
21.jpg,1
61.jpg,1
52.jpg,1
58.jpg,1
9.jpg,1
5.jpg,1
20.jpg,1
67.jpg,1
25.jpg,1
41.jpg,1
18.jpg,1
56.jpg,1
31.jpg,1
64.jpg,1
48.jpg,1
49.jpg,1
42.jpg,1
70.jpg,1
27.jpg,1
23.jpg,1
15.jpg,1
10.jpg,1
44.jpg,1
16.jpg,1
50.jpg,1
57.jpg,1
51_1.jpg,0
73_1.jpg,0
45_1.jpg,0
0_1.jpg,0
7_1.jpg,0
55_1.jpg,0
29_1.jpg,0
36_1.jpg,0
39_1.jpg,0
59_1.jpg,0
35_1.jpg,0
22_1.jpg,0
33_1.jpg,0
1_1.jpg,0
71_1.jpg,0
62_1.jpg,0
11_1.jpg,0
63_1.jpg,0
3_1.jpg,0
8_1.jpg,0
32_1.jpg,0
13_1.jpg,0
43_1.jpg,0
66_1.jpg,0
30_1.jpg,0
14_1.jpg,0
28_1.jpg,0
34_1.jpg,0
65_1.jpg,0
6_1.jpg,0
24_1.jpg,0
68_1.jpg,0
46_1.jpg,0
4_1.jpg,0
40_1.jpg,0
47_1.jpg,0
26_1.jpg,0
74_1.jpg,0
60_1.jpg,0
69_1.jpg,0
17_1.jpg,0
53_1.jpg,0
54_1.jpg,0
72_1.jpg,0
37_1.jpg,0
19_1.jpg,0
12_1.jpg,0
38_1.jpg,0
21_1.jpg,0
61_1.jpg,0
52_1.jpg,0
58_1.jpg,0
9_1.jpg,0
5_1.jpg,0
20_1.jpg,0
67_1.jpg,0
25_1.jpg,0
41_1.jpg,0
18_1.jpg,0
56_1.jpg,0
31_1.jpg,0
64_1.jpg,0
48_1.jpg,0
2.jpg,0
49_1.jpg,0
42_1.jpg,0
70_1.jpg,0
27_1.jpg,0
23_1.jpg,0
15_1.jpg,0
10_1.jpg,0
44_1.jpg,0
16_1.jpg,0
50_1.jpg,0
57_1.jpg,0
51_2.jpg,2
73_2.jpg,2
45_2.jpg,2
0_2.jpg,2
7_2.jpg,2
55_2.jpg,2
29_2.jpg,2
36_2.jpg,2
39_2.jpg,2
59_2.jpg,2
35_2.jpg,2
22_2.jpg,2
33_2.jpg,2
1_2.jpg,2
71_2.jpg,2
62_2.jpg,2
11_2.jpg,2
63_2.jpg,2
3_2.jpg,2
8_2.jpg,2
32_2.jpg,2
13_2.jpg,2
43_2.jpg,2
66_2.jpg,2
30_2.jpg,2
14_2.jpg,2
76.jpg,2
28_2.jpg,2
34_2.jpg,2
65_2.jpg,2
6_2.jpg,2
24_2.jpg,2
68_2.jpg,2
46_2.jpg,2
4_2.jpg,2
47_2.jpg,2
26_2.jpg,2
74_2.jpg,2
60_2.jpg,2
69_2.jpg,2
17_2.jpg,2
53_2.jpg,2
54_2.jpg,2
72_2.jpg,2
37_2.jpg,2
19_2.jpg,2
12_2.jpg,2
38_2.jpg,2
21_2.jpg,2
75.jpg,2
61_2.jpg,2
52_2.jpg,2
58_2.jpg,2
9_2.jpg,2
5_2.jpg,2
20_2.jpg,2
67_2.jpg,2
25_2.jpg,2
41_2.jpg,2
18_2.jpg,2
56_2.jpg,2
31_2.jpg,2
64_2.jpg,2
48_2.jpg,2
2_1.jpg,2
49_2.jpg,2
42_2.jpg,2
70_2.jpg,2
27_2.jpg,2
23_2.jpg,2
15_2.jpg,2
10_2.jpg,2
44_2.jpg,2
50_2.jpg,2
57_2.jpg,2
